bodypartscoords,nosex,nose.1y,nose.2likelihood,earLx.1,earL.1y.1,earL.2likelihood.1,earRx.2,earR.1y.2,earR.2likelihood.2,schoulderLx.3,schoulderL.1y.3,schoulderL.2likelihood.3,schoulderRx.4,schoulderR.1y.4,schoulderR.2likelihood.4,tailbasex.5,tailbase.1y.5,tailbase.2likelihood.5,videoname
0,760.9232177734375,567.6591796875,0.0014277928275987,763.0077514648438,565.6614379882812,0.945343852043152,764.945068359375,564.3768920898438,0.9875463843345642,770.4344482421875,570.363037109375,0.1273190379142761,769.872314453125,569.7340698242188,0.2364420741796493,744.8155517578125,561.7212524414062,0.0101251248270273,CDKL_OLR_SS1_CD9
1,760.9232177734375,567.6591796875,0.0014277928275987,763.0077514648438,565.6614379882812,0.945343852043152,764.945068359375,564.3768920898438,0.9875463843345642,770.4344482421875,570.363037109375,0.1273190379142761,769.872314453125,569.7340698242188,0.2364420741796493,744.8155517578125,561.7212524414062,0.0101251248270273,CDKL_OLR_SS1_CD9
2,760.7955932617188,567.7197265625,0.0013530104188248,762.7276000976562,565.7676391601562,0.9377745389938354,764.6539916992188,564.2103271484375,0.9892233610153198,771.040771484375,570.373291015625,0.1043045744299888,769.7398681640625,569.8087158203125,0.2267334461212158,744.7664794921875,561.7380981445312,0.0078846700489521,CDKL_OLR_SS1_CD9
3,760.4070434570312,567.6460571289062,0.001341147813946,762.5762939453125,566.1074829101562,0.9244320392608644,764.607666015625,564.1419067382812,0.9884464740753174,771.30908203125,570.7662963867188,0.1151406988501548,769.83642578125,570.113525390625,0.2060005962848663,744.646484375,561.5844116210938,0.0092325499281287,CDKL_OLR_SS1_CD9
4,760.7396240234375,567.5578002929688,0.0015905624022707,762.608642578125,566.0391235351562,0.9448580741882324,764.6548461914062,564.218505859375,0.9883291721343994,771.1235961914062,570.55126953125,0.1217938810586929,769.8558349609375,570.3767700195312,0.2273782640695572,744.470458984375,561.478271484375,0.0071267480961978,CDKL_OLR_SS1_CD9
6,760.6691284179688,567.5514526367188,0.0014273565029725,762.6769409179688,566.0921630859375,0.9285560846328736,764.74755859375,564.2742309570312,0.9885262250900269,771.2161254882812,570.88671875,0.0932066589593887,769.8049926757812,570.2306518554688,0.2333222329616546,744.5894775390625,561.5595092773438,0.0087921265512704,CDKL_OLR_SS1_CD9
7,760.8314208984375,567.53955078125,0.0015327762812376,762.5817260742188,565.99462890625,0.9303615689277648,764.7608642578125,564.2252807617188,0.9878876209259032,770.9404296875,570.6707153320312,0.0931374579668045,769.8187866210938,570.2875366210938,0.2347799241542816,744.467529296875,561.4408569335938,0.0071987174451351,CDKL_OLR_SS1_CD9
8,760.869873046875,567.6573486328125,0.0014324465300887,762.4384155273438,565.911376953125,0.921548068523407,764.6307373046875,564.2811889648438,0.9869949221611024,771.0005493164062,570.5289916992188,0.0938992649316787,769.8692016601562,570.044921875,0.2296778857707977,744.537109375,561.4242553710938,0.0077600367367267,CDKL_OLR_SS1_CD9
9,760.7578735351562,567.5933837890625,0.0014552181819453,762.6004638671875,565.8876342773438,0.921147346496582,764.5855102539062,564.2621459960938,0.986621618270874,771.4374389648438,570.7782592773438,0.0757602900266647,769.8468627929688,570.134765625,0.2287011891603469,744.6126708984375,561.3165893554688,0.0081462487578392,CDKL_OLR_SS1_CD9
10,760.4822387695312,567.4912719726562,0.0013917754404246,762.3958740234375,566.1929321289062,0.9012864232063292,764.588623046875,564.1690673828125,0.987524151802063,771.646240234375,570.8442993164062,0.1085544452071189,770.2489624023438,570.4541625976562,0.2020532339811325,744.65869140625,561.4457397460938,0.0066019692458212,CDKL_OLR_SS1_CD9
11,760.74609375,567.42822265625,0.0013940080534666,762.368408203125,566.1312866210938,0.8924266695976257,764.6771850585938,564.2227783203125,0.9859490394592284,771.2925415039062,571.1102294921875,0.0963184833526611,770.283447265625,570.1471557617188,0.2140015661716461,744.6981811523438,561.359375,0.0046026594936847,CDKL_OLR_SS1_CD9
12,760.8612670898438,567.2420043945312,0.0014419421786442,762.7662963867188,565.827392578125,0.9289310574531556,764.8834838867188,564.1615600585938,0.986062228679657,771.6526489257812,570.6649780273438,0.1118852719664573,770.1029052734375,569.7897338867188,0.2545070648193359,744.36181640625,561.2966918945312,0.0068661449477076,CDKL_OLR_SS1_CD9
13,760.4014282226562,567.0242919921875,0.0012619452318176,762.38916015625,566.1222534179688,0.9235394597053528,764.75048828125,564.2245483398438,0.9888346791267396,772.091064453125,570.9281616210938,0.118254967033863,770.233154296875,569.8666381835938,0.214168444275856,744.69775390625,561.3348388671875,0.0093965614214539,CDKL_OLR_SS1_CD9
14,760.9193725585938,567.3148193359375,0.0015189151745289,762.5895385742188,565.7371215820312,0.9340335130691528,764.675048828125,564.2000732421875,0.9846470355987548,771.5325317382812,570.570068359375,0.1111129000782966,770.1792602539062,569.9798583984375,0.2286551147699356,744.320068359375,561.326416015625,0.0045812060125172,CDKL_OLR_SS1_CD9
16,745.7113037109375,559.5595703125,0.0010760900331661,762.8551635742188,565.7997436523438,0.8879566192626953,764.9799194335938,564.1869506835938,0.9792974591255188,771.3477172851562,570.5221557617188,0.103930652141571,770.0262451171875,569.4288330078125,0.1967608034610748,744.2305297851562,561.2034301757812,0.0084354309365153,CDKL_OLR_SS1_CD9
17,745.6964721679688,559.6407470703125,0.001735131139867,762.6116333007812,566.165771484375,0.8906227350234985,764.9241943359375,564.2096557617188,0.9847596287727356,771.702392578125,570.7693481445312,0.1207920834422111,770.0406494140625,569.81689453125,0.2313587665557861,744.2522583007812,561.2037353515625,0.0136374188587069,CDKL_OLR_SS1_CD9
18,745.7620849609375,559.6443481445312,0.0016318293055519,762.6375122070312,566.1480712890625,0.8992550373077393,764.849609375,564.2153930664062,0.9857504367828368,771.7533569335938,570.6201171875,0.1226692050695419,770.1271362304688,569.8225708007812,0.2429866343736648,744.3114624023438,561.2147827148438,0.0107744121924042,CDKL_OLR_SS1_CD9
19,745.8011474609375,559.55029296875,0.0016665760194882,762.53662109375,565.9719848632812,0.9026928544044496,764.7730102539062,564.2135620117188,0.985469400882721,771.823974609375,570.7999267578125,0.0997664555907249,770.113525390625,569.827392578125,0.2713160514831543,744.3045043945312,561.2683715820312,0.0099750710651278,CDKL_OLR_SS1_CD9
20,745.6449584960938,559.5745849609375,0.0015739661175757,762.5379028320312,566.037841796875,0.910301923751831,764.8800659179688,564.1233520507812,0.9858160018920898,771.7085571289062,570.892822265625,0.0986216440796852,770.0127563476562,569.7468872070312,0.2162751257419586,744.2223510742188,561.24951171875,0.0113275395706295,CDKL_OLR_SS1_CD9
21,745.8124389648438,559.5606689453125,0.0012270730221644,762.0731201171875,566.2603149414062,0.905867636203766,764.5762329101562,564.074951171875,0.989424169063568,771.9732666015625,570.992919921875,0.1146080121397972,770.333251953125,570.00732421875,0.2347468733787536,744.2971801757812,561.3160400390625,0.0109271602705121,CDKL_OLR_SS1_CD9
22,760.420166015625,567.185302734375,0.0011366453254595,762.2822875976562,566.0341796875,0.8926706314086914,764.6754150390625,564.1770629882812,0.985905647277832,771.8919677734375,570.5668334960938,0.1192163750529289,770.172119140625,569.9495849609375,0.2295726388692855,744.3385009765625,561.3174438476562,0.0091364830732345,CDKL_OLR_SS1_CD9
23,760.8396606445312,567.4314575195312,0.0013702947180718,762.868896484375,565.9442749023438,0.9121932983398438,764.980712890625,564.1554565429688,0.9877007007598876,771.6658325195312,570.6748046875,0.1038906201720237,770.03564453125,569.7813110351562,0.2392196655273437,744.2687377929688,561.3534545898438,0.0054547325707972,CDKL_OLR_SS1_CD9
24,760.44921875,567.2256469726562,0.0014733466086909,762.6267700195312,566.125732421875,0.905066967010498,764.9286499023438,564.1339111328125,0.9879608750343324,771.8326416015625,570.9678955078125,0.1184571981430053,770.22998046875,570.16552734375,0.2675831913948059,744.4200439453125,561.2665405273438,0.0064716706983745,CDKL_OLR_SS1_CD9
