bodypartscoords,nosex,nose.1y,nose.2likelihood,earLx.1,earL.1y.1,earL.2likelihood.1,earRx.2,earR.1y.2,earR.2likelihood.2,schoulderLx.3,schoulderL.1y.3,schoulderL.2likelihood.3,schoulderRx.4,schoulderR.1y.4,schoulderR.2likelihood.4,tailbasex.5,tailbase.1y.5,tailbase.2likelihood.5,videoname
0,138.98948669433594,3.61930775642395,1.7114540241891518e-05,781.2171630859375,556.5260620117188,4.288637683202978e-06,139.8001251220703,5.792477607727051,3.5135240068484563e-06,780.2030639648438,554.9058837890625,1.3600687452708373e-05,780.5868530273438,553.0252685546875,0.0004517207853496,781.3665771484375,552.144775390625,0.3657415211200714,CDKL_P_CD2
2,138.97857666015625,3.640712261199951,1.3786882846034132e-05,781.2164306640625,556.50244140625,3.1052356916916324e-06,139.79161071777344,5.872010231018066,2.656282731550164e-06,776.88330078125,555.1182250976562,1.0461948477313854e-05,780.6976318359375,553.045654296875,0.0003633161832112,781.5269775390625,552.2067260742188,0.3078460693359375,CDKL_P_CD2
3,139.09848022460938,3.549781322479248,1.5792376871104352e-05,143.41290283203125,1.531435251235962,2.113311893481296e-06,139.77462768554688,5.737112522125244,3.241772219553241e-06,776.9833984375,554.9044189453125,5.610885182250058e-06,780.9148559570312,552.8156127929688,0.0002037733065662,781.865478515625,552.1361694335938,0.1182778030633926,CDKL_P_CD2
4,139.13153076171875,3.5980916023254395,1.7005600966513157e-05,143.49618530273438,1.5873994827270508,2.197812818849343e-06,139.853759765625,5.843441963195801,3.557816398824798e-06,777.0065307617188,554.8773193359375,5.005274488212308e-06,780.9723510742188,552.8110961914062,0.0001911289145937,781.9497680664062,552.091552734375,0.0993217825889587,CDKL_P_CD2
5,139.02557373046875,3.681011438369751,1.4402611668629106e-05,821.2742309570312,0.1265594959259033,2.0212767140037613e-06,139.82870483398438,5.932490825653076,2.7457506348582683e-06,777.0257568359375,554.9129028320312,5.1862884902220685e-06,780.940185546875,552.788330078125,0.0001713563688099,781.9199829101562,552.1300659179688,0.095242902636528,CDKL_P_CD2
6,138.9957733154297,3.714345693588257,1.464527395000914e-05,821.3042602539062,0.0987753868103027,1.911329945869511e-06,139.8075408935547,5.93129301071167,2.778803036562749e-06,777.0422973632812,554.84423828125,5.830452209920622e-06,780.9871826171875,552.9581298828125,0.0001830149558372,781.990966796875,552.1919555664062,0.1146966964006424,CDKL_P_CD2
7,139.13902282714844,3.7539761066436768,1.50364594446728e-05,821.21337890625,0.0708227157592773,1.884828066067712e-06,139.9320526123047,5.888885498046875,2.8513873076008167e-06,776.7935180664062,554.8383178710938,5.426807547337376e-06,780.6751098632812,552.800537109375,0.0001567919098306,781.7509765625,552.1350708007812,0.0843677222728729,CDKL_P_CD2
8,139.0766143798828,3.8800666332244873,1.577269176777918e-05,143.54083251953125,1.6762053966522217,1.8829202872439053e-06,139.88551330566406,5.903568744659424,2.88201454168302e-06,776.8726196289062,554.9244384765625,6.109572495915927e-06,780.7706298828125,552.7967529296875,0.0001879663468571,781.7747802734375,552.1571044921875,0.102393202483654,CDKL_P_CD2
9,139.06692504882812,4.000509262084961,1.8606353478389792e-05,143.37379455566406,1.8219573497772217,2.0878783288935665e-06,139.82369995117188,5.811590194702148,3.316215497761732e-06,777.1665649414062,555.0033569335938,4.96909433422843e-06,781.17822265625,552.9738159179688,0.0001625744916964,782.1506958007812,552.278076171875,0.0834419205784797,CDKL_P_CD2
10,139.07127380371094,4.052792549133301,1.762881402100902e-05,143.48037719726562,1.7729213237762451,2.015748123085359e-06,139.87620544433594,5.888790607452393,3.1302229217544664e-06,776.9296264648438,554.7463989257812,5.964158845017664e-06,780.8575439453125,552.7080688476562,0.0001549479347886,781.6925659179688,552.0390625,0.1224856227636337,CDKL_P_CD2
11,139.14434814453125,3.964609384536743,1.5823177818674594e-05,143.50390625,1.6011223793029783,1.829297957556264e-06,139.94119262695312,5.904542446136475,2.7575777039601235e-06,777.0676879882812,554.7488403320312,5.376499302656157e-06,781.0868530273438,552.7408447265625,0.000157176022185,781.98681640625,552.000244140625,0.1248144879937172,CDKL_P_CD2
12,139.1120147705078,3.9186699390411377,1.3315261639945676e-05,821.1281127929688,0.1694865226745605,1.9262581645307364e-06,139.83888244628906,5.942368507385254,2.3027366751193767e-06,777.0687866210938,554.8161010742188,6.231919996935176e-06,780.9413452148438,552.7030639648438,0.0002048845781246,781.8049926757812,551.9564819335938,0.1651849746704101,CDKL_P_CD2
13,139.2398223876953,3.865493059158325,1.563313890073914e-05,821.1198120117188,0.129688024520874,2.078297029584064e-06,139.88186645507812,5.695558071136475,2.811842705341405e-06,777.0248413085938,554.8507690429688,6.550437319674529e-06,780.9373168945312,552.7468872070312,0.0002054775395663,781.8583374023438,552.0894775390625,0.150263100862503,CDKL_P_CD2
