bodypartscoords,nosex,nose.1y,nose.2likelihood,earLx.1,earL.1y.1,earL.2likelihood.1,earRx.2,earR.1y.2,earR.2likelihood.2,schoulderLx.3,schoulderL.1y.3,schoulderL.2likelihood.3,schoulderRx.4,schoulderR.1y.4,schoulderR.2likelihood.4,tailbasex.5,tailbase.1y.5,tailbase.2likelihood.5,videoname
0,-0.2139163017272949,3.4193150997161865,2.2508173060487024e-05,-0.356363296508789,2.301752805709839,1.4856364941806532e-05,1.4113812446594238,5.439742088317871,2.628544825711288e-05,1.52596116065979,4.197564125061035,4.588292995322263e-06,0.1805019378662109,4.328216075897217,3.448045390541665e-05,2.684884548187256,5.137144565582275,1.572526161908172e-05,CDKL_OLR_Prob_CKL212
1,-0.2139163017272949,3.4193150997161865,2.2508173060487024e-05,-0.356363296508789,2.301752805709839,1.4856364941806532e-05,1.4113812446594238,5.439742088317871,2.628544825711288e-05,1.52596116065979,4.197564125061035,4.588292995322263e-06,0.1805019378662109,4.328216075897217,3.448045390541665e-05,2.684884548187256,5.137144565582275,1.572526161908172e-05,CDKL_OLR_Prob_CKL212
2,120.89387512207033,3.9422240257263184,2.0910505554638803e-05,-0.2744312286376953,2.2188286781311035,1.2931644050695468e-05,1.6410667896270752,5.554154872894287,2.3320200853049755e-05,1.6530420780181885,4.244639873504639,4.112866463401588e-06,0.2699100971221924,4.219650745391846,3.109749741270207e-05,2.6114838123321533,5.189548969268799,1.3429602404357864e-05,CDKL_OLR_Prob_CKL212
3,-0.2267389297485351,3.41949725151062,2.008541559916921e-05,-0.2684097290039062,2.186847686767578,1.2549381608550902e-05,1.6638944149017334,5.541206359863281,2.234763087471947e-05,1.6687746047973633,4.256510257720947,4.01492252422031e-06,0.2544600963592529,4.214537620544434,2.9905208066338677e-05,2.5970797538757324,5.171107769012451,1.3070308341411874e-05,CDKL_OLR_Prob_CKL212
5,-0.203531265258789,3.3726794719696045,1.9225846699555404e-05,-0.2359223365783691,2.193359613418579,1.1895388524862938e-05,1.6825485229492188,5.561084747314453,2.15506133827148e-05,1.684222936630249,4.293056488037109,3.759397714020452e-06,0.3188621997833252,4.20592737197876,2.756724825303536e-05,2.578864574432373,5.207642555236816,1.2238237104611471e-05,CDKL_OLR_Prob_CKL212
7,-0.2421751022338867,3.353855609893799,1.9341665392857976e-05,-0.2349505424499511,2.221500873565674,1.1909793101949616e-05,1.716571807861328,5.612507343292236,2.183745709771756e-05,1.7274394035339355,4.359384059906006,3.762072765312041e-06,0.3484535217285156,4.228635787963867,2.747014877968468e-05,2.52541184425354,5.275503158569336,1.1977245776506606e-05,CDKL_OLR_Prob_CKL212
9,-0.2542529106140136,3.367093324661255,1.9083383449469693e-05,-0.2473750114440918,2.224373817443848,1.1841816558444409e-05,1.70579195022583,5.600831985473633,2.166384001611732e-05,1.7328126430511477,4.347319602966309,3.7383754261099966e-06,0.3479897975921631,4.2225117683410645,2.741333082667552e-05,2.523573875427246,5.28840970993042,1.191091814689571e-05,CDKL_OLR_Prob_CKL212
11,-0.2033576965332031,3.406757116317749,1.8881863070419055e-05,-0.2602643966674804,2.160693407058716,1.1595139767450746e-05,1.6605608463287354,5.55610990524292,2.0543589926091958e-05,1.7083969116210938,4.329560279846191,3.634061840784853e-06,0.2780063152313232,4.207729339599609,2.5904706490109675e-05,2.5596554279327397,5.2266387939453125,1.187664020108059e-05,CDKL_OLR_Prob_CKL212
12,-0.2418980598449707,3.3884944915771484,1.773352596501354e-05,-0.2854065895080566,2.136537551879883,1.121363584388746e-05,1.5899958610534668,5.501128196716309,1.8439197447150946e-05,1.693230152130127,4.3772053718566895,3.5398652471485548e-06,0.1468026638031005,4.238528728485107,2.3488199076382443e-05,2.5533928871154785,5.25034236907959,1.1271166840742808e-05,CDKL_OLR_Prob_CKL212
13,-0.225473403930664,3.370274066925049,1.7881509847939014e-05,-0.302706241607666,2.1612484455108643,1.124246136896545e-05,1.6162831783294678,5.512495994567871,1.871257154562045e-05,1.683474063873291,4.351158618927002,3.5231539641245035e-06,0.1689047813415527,4.237144947052002,2.353209856664762e-05,2.56848669052124,5.255990505218506,1.1292286217212675e-05,CDKL_OLR_Prob_CKL212
14,-0.1847023963928222,3.3816583156585693,1.8144519344787117e-05,-0.2882313728332519,2.163243770599365,1.1355698916304393e-05,1.5762627124786377,5.492170333862305,1.912255174829625e-05,1.6752533912658691,4.353260040283203,3.5863599805452395e-06,0.1773176193237304,4.2240309715271,2.390788540651556e-05,2.577427864074707,5.256236553192139,1.150499338109512e-05,CDKL_OLR_Prob_CKL212
15,-0.1694016456604004,3.296852827072144,1.8733944671112116e-05,-0.3208770751953125,2.2598438262939453,1.2036397492920514e-05,1.619541883468628,5.5006914138793945,2.033196142292581e-05,1.71217679977417,4.410603046417236,3.812416707660304e-06,0.2119975090026855,4.279567241668701,2.465937541273888e-05,2.576421022415161,5.235468864440918,1.1592031114560086e-05,CDKL_OLR_Prob_CKL212
16,-0.1457500457763672,3.30771803855896,1.8757880752673373e-05,-0.3159561157226562,2.2690014839172363,1.1925978469662368e-05,1.5969769954681396,5.483687877655029,2.011405376833864e-05,1.7105348110198977,4.415591239929199,3.793991481870762e-06,0.2027215957641601,4.266629219055176,2.4090362785500478e-05,2.5529093742370605,5.227316856384277,1.1566843568289188e-05,CDKL_OLR_Prob_CKL212
17,-0.1228160858154296,3.2328343391418457,1.8257725969306197e-05,-0.335360050201416,2.2042489051818848,1.171095937024802e-05,1.6113269329071045,5.418001174926758,1.948433055076748e-05,1.6558692455291748,4.385456085205078,3.736714006663533e-06,0.1676220893859863,4.226569652557373,2.3038739527692087e-05,2.5685482025146484,5.143780708312988,1.162655280495528e-05,CDKL_OLR_Prob_CKL212
18,-0.1374673843383789,3.232259750366211,1.874765075626783e-05,-0.357851505279541,2.218660354614258,1.2121814506826922e-05,1.572608232498169,5.418116092681885,2.0142177163506855e-05,1.641937255859375,4.374439716339111,3.842563273792621e-06,0.146799087524414,4.243610382080078,2.3889768272056244e-05,2.587368488311768,5.1451921463012695,1.2094390513084363e-05,CDKL_OLR_Prob_CKL212
20,-0.1463246345520019,3.269530773162842,1.8945842384709977e-05,-0.3243117332458496,2.2483863830566406,1.2152394447184632e-05,1.5621130466461182,5.450965404510498,2.021722866629716e-05,1.6765921115875244,4.420023441314697,3.871116859954782e-06,0.1671772003173828,4.27300500869751,2.4491058866260573e-05,2.577113151550293,5.183536052703857,1.2004884410998784e-05,CDKL_OLR_Prob_CKL212
21,-0.1354255676269531,3.286142587661743,1.883882214315236e-05,-0.3123798370361328,2.246557712554932,1.2081155546184164e-05,1.558863401412964,5.447862148284912,2.0051216779393144e-05,1.6893837451934814,4.421544075012207,3.866202405333752e-06,0.1761248111724853,4.264714241027832,2.449778730806429e-05,2.5707178115844727,5.185747146606445,1.193534171761712e-05,CDKL_OLR_Prob_CKL212
