bodypartscoords,nosex,nose.1y,nose.2likelihood,earLx.1,earL.1y.1,earL.2likelihood.1,earRx.2,earR.1y.2,earR.2likelihood.2,schoulderLx.3,schoulderL.1y.3,schoulderL.2likelihood.3,schoulderRx.4,schoulderR.1y.4,schoulderR.2likelihood.4,tailbasex.5,tailbase.1y.5,tailbase.2likelihood.5,videoname
0,746.0869140625,559.7258911132812,0.0013035007286816,763.134521484375,566.09423828125,0.8995726704597473,765.3444213867188,564.3602905273438,0.9892422556877136,771.92822265625,570.8203125,0.0719016790390014,770.1561279296875,569.4863891601562,0.2453562617301941,744.5270385742188,561.2662353515625,0.0060419328510761,CDKL_OLR_SS1_CD3
1,746.0869140625,559.7258911132812,0.0013035007286816,763.134521484375,566.09423828125,0.8995726704597473,765.3444213867188,564.3602905273438,0.9892422556877136,771.92822265625,570.8203125,0.0719016790390014,770.1561279296875,569.4863891601562,0.2453562617301941,744.5270385742188,561.2662353515625,0.0060419328510761,CDKL_OLR_SS1_CD3
2,746.0043334960938,559.648193359375,0.0014826547121629,762.7515258789062,566.28857421875,0.8825687766075134,765.0530395507812,564.3034057617188,0.9885728359222412,771.9913940429688,570.850830078125,0.0724736079573631,770.232177734375,569.7890014648438,0.2110326141119003,744.5250854492188,561.2080688476562,0.0047570937313139,CDKL_OLR_SS1_CD3
3,746.02001953125,559.6993408203125,0.0016224896535277,762.7142944335938,566.29052734375,0.8898912668228149,764.935546875,564.4147338867188,0.9881125092506408,772.0948486328125,570.9119873046875,0.0745394751429557,770.225830078125,569.9390869140625,0.2083464711904525,744.5132446289062,561.1558837890625,0.0058525684289634,CDKL_OLR_SS1_CD3
4,746.0411987304688,559.82958984375,0.0015356064541265,762.7449951171875,566.3369140625,0.8915506601333618,765.0869140625,564.3015747070312,0.9902300238609314,772.0993041992188,570.8966674804688,0.0671648308634758,770.1611328125,569.7108764648438,0.2446886450052261,744.5035400390625,561.241455078125,0.0052608675323426,CDKL_OLR_SS1_CD3
5,760.4239501953125,567.7386474609375,0.0011695119319483,762.6405639648438,566.30419921875,0.8968563675880432,765.0463256835938,564.0759887695312,0.991582691669464,771.989501953125,570.9070434570312,0.07054153829813,770.3572998046875,569.5888061523438,0.2398945093154907,744.6419677734375,561.158203125,0.0042044236324727,CDKL_OLR_SS1_CD3
6,746.0999755859375,559.717529296875,0.0009439007262699,762.4811401367188,566.5505981445312,0.8719707727432251,765.0641479492188,564.134765625,0.9901410937309264,772.5982666015625,570.9126586914062,0.0754974409937858,770.4561767578125,569.7012939453125,0.1960870325565338,744.6275024414062,561.1377563476562,0.0047562741674482,CDKL_OLR_SS1_CD3
7,746.213623046875,559.8173828125,0.0010795044945552,762.7445678710938,566.4749145507812,0.8818102478981018,765.0866088867188,564.2869873046875,0.9897537231445312,772.4508666992188,570.9031372070312,0.0626659542322158,770.3733520507812,569.57958984375,0.2113497853279113,744.5673828125,561.1876831054688,0.00477623520419,CDKL_OLR_SS1_CD3
8,746.109375,559.8243408203125,0.0012168701505288,762.7879638671875,566.468505859375,0.8708175420761108,765.044189453125,564.2211303710938,0.9896451234817504,772.17626953125,570.8505859375,0.0666848048567771,770.3604125976562,569.4268798828125,0.2122308164834976,744.5462646484375,561.2550048828125,0.0051584825851023,CDKL_OLR_SS1_CD3
9,746.2179565429688,559.8516845703125,0.0012093483237549,762.3643798828125,566.6378784179688,0.8783648014068604,764.91552734375,564.1828002929688,0.991503357887268,772.271240234375,571.28955078125,0.0726613104343414,770.5875854492188,569.6654663085938,0.2063624709844589,744.808349609375,561.3611450195312,0.0069144023582339,CDKL_OLR_SS1_CD3
10,746.2118530273438,559.7195434570312,0.001165704219602,762.4100952148438,566.2874145507812,0.9034589529037476,764.8270874023438,564.1317138671875,0.9915876984596252,772.0519409179688,571.239013671875,0.0630944669246673,770.568115234375,569.673095703125,0.2326418459415435,744.8836059570312,561.3927001953125,0.005694699473679,CDKL_OLR_SS1_CD3
11,746.0531616210938,559.79638671875,0.0014066402800381,762.6549072265625,566.0947265625,0.9012273550033568,764.9405517578125,564.0563354492188,0.9907478094100952,771.8710327148438,571.2723388671875,0.0733194425702095,770.3923950195312,569.394287109375,0.242984652519226,744.7313232421875,561.4403686523438,0.0074759200215339,CDKL_OLR_SS1_CD3
13,760.2186279296875,567.4899291992188,0.0009209956042468,762.5138549804688,566.2840576171875,0.8775122165679932,765.068603515625,564.0477294921875,0.9899120926856996,772.0906372070312,571.2147827148438,0.0617563724517822,770.5415649414062,569.4125366210938,0.2347277402877807,744.8048706054688,561.29541015625,0.0045896461233496,CDKL_OLR_SS1_CD3
