Video_name;Trial_time ;Mouseline;Rat_ID;Genotype;Genotype_class;SFARI_gene;
SGE8_SS1_SE112;Sample1;SynGAP_E8;SE112;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE8_SS1_SE113;Sample1;SynGAP_E8;SE113;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE8_SS1_SE114;Sample1;SynGAP_E8;SE114;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE8_SS1_SE115;Sample1;SynGAP_E8;SE115;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE8_SS1_SE116;Sample1;SynGAP_E8;SE116;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE8_SS1_SE117;Sample1;SynGAP_E8;SE117;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE8_SS1_SE118;Sample1;SynGAP_E8;SE118;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE8_SS1_SE119;Sample1;SynGAP_E8;SE119;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE8_SS2_SE104;Sample2;SynGAP_E8;SE104;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE8_SS2_SE105;Sample2;SynGAP_E8;SE105;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE8_SS2_SE106;Sample2;SynGAP_E8;SE106;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE8_SS2_SE107;Sample2;SynGAP_E8;SE107;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE8_SS2_SE108;Sample2;SynGAP_E8;SE108;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE8_SS2_SE109;Sample2;SynGAP_E8;SE109;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE8_SS2_SE110;Sample2;SynGAP_E8;SE110;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE8_SS2_SE111;Sample2;SynGAP_E8;SE111;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE8_SS2_SE112;Sample2;SynGAP_E8;SE112;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE8_SS2_SE113;Sample2;SynGAP_E8;SE113;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE8_SS2_SE114;Sample2;SynGAP_E8;SE114;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE8_SS2_SE115;Sample2;SynGAP_E8;SE115;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE8_SS2_SE116;Sample2;SynGAP_E8;SE116;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE8_SS2_SE117;Sample2;SynGAP_E8;SE117;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE8_SS2_SE118;Sample2;SynGAP_E8;SE118;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE8_SS2_SE119;Sample2;SynGAP_E8;SE119;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE8_SS3_SE104;Sample3;SynGAP_E8;SE104;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE8_SS3_SE105;Sample3;SynGAP_E8;SE105;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE8_SS3_SE106;Sample3;SynGAP_E8;SE106;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE8_SS3_SE107;Sample3;SynGAP_E8;SE107;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE8_SS3_SE108;Sample3;SynGAP_E8;SE108;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE8_SS3_SE109;Sample3;SynGAP_E8;SE109;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE8_SS3_SE110;Sample3;SynGAP_E8;SE110;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE8_SS3_SE111;Sample3;SynGAP_E8;SE111;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE8_SS3_SE112;Sample3;SynGAP_E8;SE112;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE8_SS3_SE113;Sample3;SynGAP_E8;SE113;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE8_SS3_SE114;Sample3;SynGAP_E8;SE114;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE8_SS3_SE115;Sample3;SynGAP_E8;SE115;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE8_SS3_SE116;Sample3;SynGAP_E8;SE116;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE8_SS3_SE117;Sample3;SynGAP_E8;SE117;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE8_SS3_SE118;Sample3;SynGAP_E8;SE118;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE8_SS3_SE119;Sample3;SynGAP_E8;SE119;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_P_SE132;Test;SynGAP_E8;SE132;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_P_SE133;Test;SynGAP_E8;SE133;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_P_SE134;Test;SynGAP_E8;SE134;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_P_SE135;Test;SynGAP_E8;SE135;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_P_SE137;Test;SynGAP_E8;SE137;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_P_SE138;Test;SynGAP_E8;SE138;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_P_SE139;Test;SynGAP_E8;SE139;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_P_SE140;Test;SynGAP_E8;SE140;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_P_SE56;Test;SynGAP_E8;SE56;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_P_SE57;Test;SynGAP_E8;SE57;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_P_SE58;Test;SynGAP_E8;SE58;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_P_SE59;Test;SynGAP_E8;SE59;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_P_SE66;Test;SynGAP_E8;SE66;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_P_SE67;Test;SynGAP_E8;SE67;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_P_SE68;Test;SynGAP_E8;SE68;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_P_SE69;Test;SynGAP_E8;SE69;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS1_SE132;Sample1;SynGAP_E8;SE132;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS1_SE133;Sample1;SynGAP_E8;SE133;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS1_SE134;Sample1;SynGAP_E8;SE134;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS1_SE135;Sample1;SynGAP_E8;SE135;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS1_SE137;Sample1;SynGAP_E8;SE137;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS1_SE138;Sample1;SynGAP_E8;SE138;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS1_SE139;Sample1;SynGAP_E8;SE139;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS1_SE140;Sample1;SynGAP_E8;SE140;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS1_SE56;Sample1;SynGAP_E8;SE56;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS1_SE57;Sample1;SynGAP_E8;SE57;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS1_SE58;Sample1;SynGAP_E8;SE58;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS1_SE59;Sample1;SynGAP_E8;SE59;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS1_SE66;Sample1;SynGAP_E8;SE66;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS1_SE67;Sample1;SynGAP_E8;SE67;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS1_SE68;Sample1;SynGAP_E8;SE68;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS1_SE69;Sample1;SynGAP_E8;SE69;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS2_SE132;Sample2;SynGAP_E8;SE132;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS2_SE133;Sample2;SynGAP_E8;SE133;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS2_SE134;Sample2;SynGAP_E8;SE134;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS2_SE135;Sample2;SynGAP_E8;SE135;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS2_SE137;Sample2;SynGAP_E8;SE137;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS2_SE138;Sample2;SynGAP_E8;SE138;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS2_SE139;Sample2;SynGAP_E8;SE139;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS2_SE140;Sample2;SynGAP_E8;SE140;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS2_SE56;Sample2;SynGAP_E8;SE56;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS2_SE57;Sample2;SynGAP_E8;SE57;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS2_SE58;Sample2;SynGAP_E8;SE58;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS2_SE59;Sample2;SynGAP_E8;SE59;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS2_SE66;Sample2;SynGAP_E8;SE66;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS2_SE67;Sample2;SynGAP_E8;SE67;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS2_SE68;Sample2;SynGAP_E8;SE68;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS2_SE69;Sample2;SynGAP_E8;SE69;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS3_SE132;Sample3;SynGAP_E8;SE132;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS3_SE133;Sample3;SynGAP_E8;SE133;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS3_SE134;Sample3;SynGAP_E8;SE134;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS3_SE135;Sample3;SynGAP_E8;SE135;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS3_SE137;Sample3;SynGAP_E8;SE137;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS3_SE138;Sample3;SynGAP_E8;SE138;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS3_SE139;Sample3;SynGAP_E8;SE139;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS3_SE140;Sample3;SynGAP_E8;SE140;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS3_SE56;Sample3;SynGAP_E8;SE56;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS3_SE57;Sample3;SynGAP_E8;SE57;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS3_SE58;Sample3;SynGAP_E8;SE58;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS3_SE59;Sample3;SynGAP_E8;SE59;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS3_SE66;Sample3;SynGAP_E8;SE66;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS3_SE67;Sample3;SynGAP_E8;SE67;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS3_SE68;Sample3;SynGAP_E8;SE68;SynGAP_E8_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SGE_SS3_SE69;Sample3;SynGAP_E8;SE69;SynGAP_E8_Het;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_B5_SS1_SH71;Sample1;SHYB;SH71;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_B5_SS1_SH72;Sample1;SHYB;SH72;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_B5_SS1_SH73;Sample1;SHYB;SH73;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_B5_SS1_SH74;Sample1;SHYB;SH74;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_B5_SS1_SH75;Sample1;SHYB;SH75;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_B5_SS1_SH76;Sample1;SHYB;SH76;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_B5_SS1_SH77;Sample1;SHYB;SH77;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_B5_SS2_SH71;Sample2;SHYB;SH71;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_B5_SS2_SH72;Sample2;SHYB;SH72;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_B5_SS2_SH73;Sample2;SHYB;SH73;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_B5_SS2_SH74;Sample2;SHYB;SH74;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_B5_SS2_SH75;Sample2;SHYB;SH75;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_B5_SS2_SH76;Sample2;SHYB;SH76;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_B5_SS2_SH77;Sample2;SHYB;SH77;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_B5_SS3_SH71;Sample3;SHYB;SH71;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_B5_SS3_SH72;Sample3;SHYB;SH72;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_B5_SS3_SH73;Sample3;SHYB;SH73;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_B5_SS3_SH74;Sample3;SHYB;SH74;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_B5_SS3_SH75;Sample3;SHYB;SH75;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_B5_SS3_SH76;Sample3;SHYB;SH76;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_B5_SS3_SH77;Sample3;SHYB;SH77;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_B5_T_SH71;Test;SHYB;SH71;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_B5_T_SH72;Test;SHYB;SH72;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_B5_T_SH73;Test;SHYB;SH73;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_B5_T_SH74;Test;SHYB;SH74;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_B5_T_SH75;Test;SHYB;SH75;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_B5_T_SH76;Test;SHYB;SH76;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_B5_T_SH77;Test;SHYB;SH77;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_Prob_SGH1;Test;SHYB;SGH1;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_Prob_SGH10;Test;SHYB;SGH10;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_Prob_SGH17;Test;SHYB;SGH17;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_Prob_SGH18;Test;SHYB;SGH18;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_Prob_SGH19;Test;SHYB;SGH19;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_Prob_SGH2;Test;SHYB;SGH2;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_Prob_SGH20;Test;SHYB;SGH20;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_Prob_SGH3;Test;SHYB;SGH3;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_Prob_SGH36;Test;SHYB;SGH36;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_Prob_SGH38;Test;SHYB;SGH38;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_Prob_SGH39;Test;SHYB;SGH39;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_Prob_SGH4;Test;SHYB;SGH4;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_Prob_SGH41;Test;SHYB;SGH41;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_Prob_SGH42;Test;SHYB;SGH42;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_Prob_SGH43;Test;SHYB;SGH43;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_Prob_SGH44;Test;SHYB;SGH44;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_Prob_SGH5;Test;SHYB;SGH5;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_Prob_SGH6;Test;SHYB;SGH6;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_Prob_SGH7;Test;SHYB;SGH7;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_Prob_SGH8;Test;SHYB;SGH8;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_Prob_SGH9;Test;SHYB;SGH9;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS1_SGH1;Sample1;SHYB;SGH1;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS1_SGH10;Sample1;SHYB;SGH10;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS1_SGH17;Sample1;SHYB;SGH17;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS1_SGH18;Sample1;SHYB;SGH18;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS1_SGH19;Sample1;SHYB;SGH19;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS1_SGH2;Sample1;SHYB;SGH2;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS1_SGH20;Sample1;SHYB;SGH20;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS1_SGH3;Sample1;SHYB;SGH3;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS1_SGH30;Sample1;SHYB;SGH30;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS1_SGH31;Sample1;SHYB;SGH31;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS1_SGH33;Sample1;SHYB;SGH33;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS1_SGH34;Sample1;SHYB;SGH34;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS1_SGH36;Sample1;SHYB;SGH36;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS1_SGH38;Sample1;SHYB;SGH38;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS1_SGH39;Sample1;SHYB;SGH39;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS1_SGH4;Sample1;SHYB;SGH4;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS1_SGH41;Sample1;SHYB;SGH41;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS1_SGH42;Sample1;SHYB;SGH42;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS1_SGH43;Sample1;SHYB;SGH43;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS1_SGH44;Sample1;SHYB;SGH44;SHYB_WT;WT;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS1_SGH5;Sample1;SHYB;SGH5;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS1_SGH53;Sample1;SHYB;SGH53;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS1_SGH54;Sample1;SHYB;SGH54;SHYB_GAP;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
SHYB_OLR_SS1_SGH55;Sample1;SHYB;SGH55;SHYB_SE8;TG;SYNGAP1;https://gene.sfari.org/database/human-gene/SYNGAP1
